LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.41003991046721977
Amygdala;DICE;STD;0.036838127419894805
Amygdala;HDRFDST;MEAN;14.852044346717534
Amygdala;HDRFDST;STD;2.8489960904037206
GreyMatter;DICE;MEAN;0.40792552124280795
GreyMatter;DICE;STD;0.018501491638719475
GreyMatter;HDRFDST;MEAN;3.931557652498733
GreyMatter;HDRFDST;STD;0.5855377230193233
Hippocampus;DICE;MEAN;0.36485387015204884
Hippocampus;DICE;STD;0.03219165369792088
Hippocampus;HDRFDST;MEAN;25.11989512830681
Hippocampus;HDRFDST;STD;10.064336478023169
Thalamus;DICE;MEAN;0.6723462841581281
Thalamus;DICE;STD;0.034908344169710635
Thalamus;HDRFDST;MEAN;20.085371398906524
Thalamus;HDRFDST;STD;2.068297794803191
WhiteMatter;DICE;MEAN;0.663729864161869
WhiteMatter;DICE;STD;0.02683306899140886
WhiteMatter;HDRFDST;MEAN;5.195974922813269
WhiteMatter;HDRFDST;STD;0.31913100992481175
