LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.39284495436151345
Amygdala;DICE;STD;0.028444615920462227
Amygdala;HDRFDST;MEAN;13.811653960363401
Amygdala;HDRFDST;STD;1.1127510409691688
GreyMatter;DICE;MEAN;0.41169248503777256
GreyMatter;DICE;STD;0.018353919020984575
GreyMatter;HDRFDST;MEAN;3.489486291264271
GreyMatter;HDRFDST;STD;0.3514049275105953
Hippocampus;DICE;MEAN;0.3671680957245901
Hippocampus;DICE;STD;0.02775909473955639
Hippocampus;HDRFDST;MEAN;20.776223654458057
Hippocampus;HDRFDST;STD;1.7171286090265778
Thalamus;DICE;MEAN;0.6965144377306387
Thalamus;DICE;STD;0.0314659943254547
Thalamus;HDRFDST;MEAN;19.09168774348944
Thalamus;HDRFDST;STD;1.7342027289492392
WhiteMatter;DICE;MEAN;0.6606246664521618
WhiteMatter;DICE;STD;0.02746699081698873
WhiteMatter;HDRFDST;MEAN;5.298542582909681
WhiteMatter;HDRFDST;STD;0.3541842699680643
