LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3968405178014397
Amygdala;DICE;STD;0.06906337048805392
Amygdala;HDRFDST;MEAN;14.749050523816404
Amygdala;HDRFDST;STD;1.8345322689751542
GreyMatter;DICE;MEAN;0.3999872132408416
GreyMatter;DICE;STD;0.015557399581618567
GreyMatter;HDRFDST;MEAN;4.35369647840744
GreyMatter;HDRFDST;STD;1.0224123306683353
Hippocampus;DICE;MEAN;0.338946826409277
Hippocampus;DICE;STD;0.03327046111601445
Hippocampus;HDRFDST;MEAN;29.98966452038288
Hippocampus;HDRFDST;STD;11.679898199679995
Thalamus;DICE;MEAN;0.6898099970919394
Thalamus;DICE;STD;0.023385357167345588
Thalamus;HDRFDST;MEAN;23.427368893043262
Thalamus;HDRFDST;STD;6.1284897608847135
WhiteMatter;DICE;MEAN;0.6614194398075102
WhiteMatter;DICE;STD;0.06617078231966858
WhiteMatter;HDRFDST;MEAN;5.058947009827309
WhiteMatter;HDRFDST;STD;0.8983624834994675
