LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3830509860450869
Amygdala;DICE;STD;0.05571970621743226
Amygdala;HDRFDST;MEAN;15.375631346902008
Amygdala;HDRFDST;STD;2.507979402659519
GreyMatter;DICE;MEAN;0.3988323779669848
GreyMatter;DICE;STD;0.016799652886537363
GreyMatter;HDRFDST;MEAN;4.218920997822018
GreyMatter;HDRFDST;STD;1.1835140954532284
Hippocampus;DICE;MEAN;0.35615943260204874
Hippocampus;DICE;STD;0.028747826348234064
Hippocampus;HDRFDST;MEAN;16.130156988251
Hippocampus;HDRFDST;STD;1.7082258440784002
Thalamus;DICE;MEAN;0.6743104857458007
Thalamus;DICE;STD;0.02325767768011043
Thalamus;HDRFDST;MEAN;22.734224544226038
Thalamus;HDRFDST;STD;3.8671739517004546
WhiteMatter;DICE;MEAN;0.6651633939891599
WhiteMatter;DICE;STD;0.06060076499755397
WhiteMatter;HDRFDST;MEAN;4.741682547750367
WhiteMatter;HDRFDST;STD;0.718642203297023
