LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.37029828355817757
Amygdala;DICE;STD;0.06945200858490384
Amygdala;HDRFDST;MEAN;19.127138322479638
Amygdala;HDRFDST;STD;5.445418220185744
GreyMatter;DICE;MEAN;0.38485443120713025
GreyMatter;DICE;STD;0.018422328518929647
GreyMatter;HDRFDST;MEAN;5.434395281276414
GreyMatter;HDRFDST;STD;1.5386188374125143
Hippocampus;DICE;MEAN;0.25933251263074814
Hippocampus;DICE;STD;0.01829175968120691
Hippocampus;HDRFDST;MEAN;22.23573044773643
Hippocampus;HDRFDST;STD;3.3722828255659567
Thalamus;DICE;MEAN;0.5931572743647001
Thalamus;DICE;STD;0.045696737822676026
Thalamus;HDRFDST;MEAN;32.782587547865106
Thalamus;HDRFDST;STD;9.65411589253823
WhiteMatter;DICE;MEAN;0.6444370783031049
WhiteMatter;DICE;STD;0.06830654357481891
WhiteMatter;HDRFDST;MEAN;4.999345951455545
WhiteMatter;HDRFDST;STD;0.7117162760995721
