LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4281206924813442
Amygdala;DICE;STD;0.05815107309717531
Amygdala;HDRFDST;MEAN;14.917246606407364
Amygdala;HDRFDST;STD;1.8099043299655615
GreyMatter;DICE;MEAN;0.39759516408817486
GreyMatter;DICE;STD;0.018276652039172225
GreyMatter;HDRFDST;MEAN;4.233530294156904
GreyMatter;HDRFDST;STD;1.295075769387938
Hippocampus;DICE;MEAN;0.35432502906576063
Hippocampus;DICE;STD;0.02769343951366655
Hippocampus;HDRFDST;MEAN;16.2509206403292
Hippocampus;HDRFDST;STD;1.7342371065464006
Thalamus;DICE;MEAN;0.6762043990644404
Thalamus;DICE;STD;0.042573461009501753
Thalamus;HDRFDST;MEAN;23.956818333710512
Thalamus;HDRFDST;STD;9.042723888607455
WhiteMatter;DICE;MEAN;0.6588456487625227
WhiteMatter;DICE;STD;0.06256246314732097
WhiteMatter;HDRFDST;MEAN;4.893360968985438
WhiteMatter;HDRFDST;STD;0.809332087100154
