LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4079026583657849
Amygdala;DICE;STD;0.037866345927475085
Amygdala;HDRFDST;MEAN;13.753786860034102
Amygdala;HDRFDST;STD;1.0165367719631224
GreyMatter;DICE;MEAN;0.40535967228805997
GreyMatter;DICE;STD;0.01856950800842859
GreyMatter;HDRFDST;MEAN;3.797502347317026
GreyMatter;HDRFDST;STD;0.5281817131647747
Hippocampus;DICE;MEAN;0.34539232972660133
Hippocampus;DICE;STD;0.025400750050223114
Hippocampus;HDRFDST;MEAN;17.899499511508665
Hippocampus;HDRFDST;STD;1.2279728162712575
Thalamus;DICE;MEAN;0.6932231042397896
Thalamus;DICE;STD;0.02978344339403413
Thalamus;HDRFDST;MEAN;21.79013246884964
Thalamus;HDRFDST;STD;4.624946160766042
WhiteMatter;DICE;MEAN;0.6633129999192654
WhiteMatter;DICE;STD;0.029023611393319527
WhiteMatter;HDRFDST;MEAN;5.325911098574996
WhiteMatter;HDRFDST;STD;0.3669754352483013
