LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.40407964000892693
Amygdala;DICE;STD;0.032503845828961236
Amygdala;HDRFDST;MEAN;13.767940911206637
Amygdala;HDRFDST;STD;1.021666807487899
GreyMatter;DICE;MEAN;0.41152781632976626
GreyMatter;DICE;STD;0.019738218617276048
GreyMatter;HDRFDST;MEAN;3.6626050676664996
GreyMatter;HDRFDST;STD;0.5341573909473484
Hippocampus;DICE;MEAN;0.372890454594111
Hippocampus;DICE;STD;0.028203557621172902
Hippocampus;HDRFDST;MEAN;23.953731267206386
Hippocampus;HDRFDST;STD;2.7602098431929
Thalamus;DICE;MEAN;0.6752794298188551
Thalamus;DICE;STD;0.02644826473225533
Thalamus;HDRFDST;MEAN;34.11885873294322
Thalamus;HDRFDST;STD;3.3171491919213367
WhiteMatter;DICE;MEAN;0.6622616498030357
WhiteMatter;DICE;STD;0.026454839100566997
WhiteMatter;HDRFDST;MEAN;5.136857164705944
WhiteMatter;HDRFDST;STD;0.3357059269795594
