LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.42107530896525935
Amygdala;DICE;STD;0.06771810567666653
Amygdala;HDRFDST;MEAN;13.843450165586265
Amygdala;HDRFDST;STD;1.6908245068396779
GreyMatter;DICE;MEAN;0.3960563009306376
GreyMatter;DICE;STD;0.016587314701995592
GreyMatter;HDRFDST;MEAN;4.388961667962266
GreyMatter;HDRFDST;STD;0.8584960554119516
Hippocampus;DICE;MEAN;0.36720354564334656
Hippocampus;DICE;STD;0.02836302438115665
Hippocampus;HDRFDST;MEAN;21.96660079090528
Hippocampus;HDRFDST;STD;6.31414679058061
Thalamus;DICE;MEAN;0.6868296828823395
Thalamus;DICE;STD;0.032774304629572655
Thalamus;HDRFDST;MEAN;23.054498693019642
Thalamus;HDRFDST;STD;7.293153639788191
WhiteMatter;DICE;MEAN;0.6615059592128381
WhiteMatter;DICE;STD;0.061018573997773155
WhiteMatter;HDRFDST;MEAN;4.839387585866556
WhiteMatter;HDRFDST;STD;0.8248198553385361
