LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3997426049889228
Amygdala;DICE;STD;0.06746420901879742
Amygdala;HDRFDST;MEAN;15.86851998746793
Amygdala;HDRFDST;STD;4.25324269320841
GreyMatter;DICE;MEAN;0.40138558234180843
GreyMatter;DICE;STD;0.01656799666032557
GreyMatter;HDRFDST;MEAN;3.95613989619057
GreyMatter;HDRFDST;STD;0.9213886920129131
Hippocampus;DICE;MEAN;0.38539818060035397
Hippocampus;DICE;STD;0.03662265587443497
Hippocampus;HDRFDST;MEAN;19.16893544865075
Hippocampus;HDRFDST;STD;12.468035681913197
Thalamus;DICE;MEAN;0.6948106232297678
Thalamus;DICE;STD;0.030987758691002117
Thalamus;HDRFDST;MEAN;24.743098031356304
Thalamus;HDRFDST;STD;8.920711844392898
WhiteMatter;DICE;MEAN;0.6643807609495942
WhiteMatter;DICE;STD;0.06400365902506834
WhiteMatter;HDRFDST;MEAN;4.83327052074092
WhiteMatter;HDRFDST;STD;0.7345039641396027
