LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3872745729349086
Amygdala;DICE;STD;0.05779596369146157
Amygdala;HDRFDST;MEAN;18.178149049223077
Amygdala;HDRFDST;STD;6.719739365796133
GreyMatter;DICE;MEAN;0.39420370820512346
GreyMatter;DICE;STD;0.017554563665042572
GreyMatter;HDRFDST;MEAN;4.7367442350407165
GreyMatter;HDRFDST;STD;1.4364031647864535
Hippocampus;DICE;MEAN;0.3406137587753355
Hippocampus;DICE;STD;0.02586108591648876
Hippocampus;HDRFDST;MEAN;17.341623481690913
Hippocampus;HDRFDST;STD;3.1730261611380306
Thalamus;DICE;MEAN;0.6610041332917667
Thalamus;DICE;STD;0.03266310105476316
Thalamus;HDRFDST;MEAN;23.237776262955457
Thalamus;HDRFDST;STD;6.434730324794028
WhiteMatter;DICE;MEAN;0.6618726254014083
WhiteMatter;DICE;STD;0.06409656452299786
WhiteMatter;HDRFDST;MEAN;4.6612668197937825
WhiteMatter;HDRFDST;STD;0.6874530054407837
