LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4045148376656032
Amygdala;DICE;STD;0.06272903748578272
Amygdala;HDRFDST;MEAN;23.17876891151497
Amygdala;HDRFDST;STD;4.24790204060631
GreyMatter;DICE;MEAN;0.3969877759719284
GreyMatter;DICE;STD;0.018107444030120122
GreyMatter;HDRFDST;MEAN;3.9805911723023613
GreyMatter;HDRFDST;STD;1.2061898353860034
Hippocampus;DICE;MEAN;0.3868927374789308
Hippocampus;DICE;STD;0.034895682478368606
Hippocampus;HDRFDST;MEAN;16.475608628459277
Hippocampus;HDRFDST;STD;5.979491644098045
Thalamus;DICE;MEAN;0.6829065039452608
Thalamus;DICE;STD;0.031961155157536156
Thalamus;HDRFDST;MEAN;24.807729397650956
Thalamus;HDRFDST;STD;9.239943838191037
WhiteMatter;DICE;MEAN;0.6612071421479925
WhiteMatter;DICE;STD;0.061565438112140915
WhiteMatter;HDRFDST;MEAN;4.711542456931429
WhiteMatter;HDRFDST;STD;0.7080732141046947
