LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.40804869559350854
Amygdala;DICE;STD;0.06632903204998927
Amygdala;HDRFDST;MEAN;17.652004845092844
Amygdala;HDRFDST;STD;2.3888752476466384
GreyMatter;DICE;MEAN;0.40199680893479284
GreyMatter;DICE;STD;0.018148349080875804
GreyMatter;HDRFDST;MEAN;4.270185598326831
GreyMatter;HDRFDST;STD;1.2512054011400848
Hippocampus;DICE;MEAN;0.35431706507407246
Hippocampus;DICE;STD;0.02925443994912889
Hippocampus;HDRFDST;MEAN;16.902485543701953
Hippocampus;HDRFDST;STD;3.7021591598615116
Thalamus;DICE;MEAN;0.6717778654651798
Thalamus;DICE;STD;0.03002648522959227
Thalamus;HDRFDST;MEAN;27.476245945419414
Thalamus;HDRFDST;STD;7.138340755863596
WhiteMatter;DICE;MEAN;0.6597439459095206
WhiteMatter;DICE;STD;0.06353528870906039
WhiteMatter;HDRFDST;MEAN;4.982973984406106
WhiteMatter;HDRFDST;STD;0.8185171169449906
