LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.38547562872222463
Amygdala;DICE;STD;0.05928908575677729
Amygdala;HDRFDST;MEAN;16.235221534869183
Amygdala;HDRFDST;STD;3.5941037427597813
GreyMatter;DICE;MEAN;0.3994581896962181
GreyMatter;DICE;STD;0.01850580919416218
GreyMatter;HDRFDST;MEAN;4.025938387015591
GreyMatter;HDRFDST;STD;1.2616735330323365
Hippocampus;DICE;MEAN;0.37599189265637883
Hippocampus;DICE;STD;0.031185350755469552
Hippocampus;HDRFDST;MEAN;14.610610990718595
Hippocampus;HDRFDST;STD;2.9034542320988916
Thalamus;DICE;MEAN;0.6653891153047476
Thalamus;DICE;STD;0.024163787557936828
Thalamus;HDRFDST;MEAN;24.14254450318711
Thalamus;HDRFDST;STD;7.709574885272837
WhiteMatter;DICE;MEAN;0.6642117516493802
WhiteMatter;DICE;STD;0.06172049084426739
WhiteMatter;HDRFDST;MEAN;4.885545762649778
WhiteMatter;HDRFDST;STD;0.7290010981163244
