LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.412094932941862
Amygdala;DICE;STD;0.054665361507753196
Amygdala;HDRFDST;MEAN;14.385221728617918
Amygdala;HDRFDST;STD;1.8345015177150807
GreyMatter;DICE;MEAN;0.3980964605838374
GreyMatter;DICE;STD;0.01779096815206146
GreyMatter;HDRFDST;MEAN;4.342680384981472
GreyMatter;HDRFDST;STD;1.428680186009863
Hippocampus;DICE;MEAN;0.3817024792459861
Hippocampus;DICE;STD;0.031444979253698935
Hippocampus;HDRFDST;MEAN;14.143974931911037
Hippocampus;HDRFDST;STD;2.1325977411298638
Thalamus;DICE;MEAN;0.6582693926243556
Thalamus;DICE;STD;0.029731506762067483
Thalamus;HDRFDST;MEAN;22.98561667712831
Thalamus;HDRFDST;STD;4.30829734026343
WhiteMatter;DICE;MEAN;0.6621316713335371
WhiteMatter;DICE;STD;0.06377045222414622
WhiteMatter;HDRFDST;MEAN;4.8655086655354
WhiteMatter;HDRFDST;STD;0.8525405712339612
