LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.40565196329010805
Amygdala;DICE;STD;0.03283474795159522
Amygdala;HDRFDST;MEAN;15.406811144004077
Amygdala;HDRFDST;STD;1.62178000141565
GreyMatter;DICE;MEAN;0.40546455351773164
GreyMatter;DICE;STD;0.01835695600570203
GreyMatter;HDRFDST;MEAN;4.115900866240473
GreyMatter;HDRFDST;STD;0.5994664788634309
Hippocampus;DICE;MEAN;0.37743067835679744
Hippocampus;DICE;STD;0.03252536895293346
Hippocampus;HDRFDST;MEAN;30.05701859834114
Hippocampus;HDRFDST;STD;7.428030222001977
Thalamus;DICE;MEAN;0.6779899226108
Thalamus;DICE;STD;0.029334339649295056
Thalamus;HDRFDST;MEAN;21.208471517738552
Thalamus;HDRFDST;STD;2.5101266663801387
WhiteMatter;DICE;MEAN;0.6609188837023798
WhiteMatter;DICE;STD;0.028985359502919805
WhiteMatter;HDRFDST;MEAN;5.821832107629171
WhiteMatter;HDRFDST;STD;0.32599219404471647
