LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4215673932959092
Amygdala;DICE;STD;0.03274350791381182
Amygdala;HDRFDST;MEAN;13.075050837012517
Amygdala;HDRFDST;STD;1.0691331112346445
GreyMatter;DICE;MEAN;0.4073907730154849
GreyMatter;DICE;STD;0.018265826696971556
GreyMatter;HDRFDST;MEAN;4.042006796047767
GreyMatter;HDRFDST;STD;0.6798389961628173
Hippocampus;DICE;MEAN;0.37660038706488114
Hippocampus;DICE;STD;0.030521650515391987
Hippocampus;HDRFDST;MEAN;15.520082612067517
Hippocampus;HDRFDST;STD;0.9628269390702855
Thalamus;DICE;MEAN;0.6631452027936765
Thalamus;DICE;STD;0.02994152919639028
Thalamus;HDRFDST;MEAN;37.079896795181334
Thalamus;HDRFDST;STD;3.432383087404631
WhiteMatter;DICE;MEAN;0.6611318644433463
WhiteMatter;DICE;STD;0.025696458765055153
WhiteMatter;HDRFDST;MEAN;5.241816658112901
WhiteMatter;HDRFDST;STD;0.35122375023636476
