LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.41288614578428157
Amygdala;DICE;STD;0.06471865349511569
Amygdala;HDRFDST;MEAN;14.474928360691223
Amygdala;HDRFDST;STD;1.3328349308361194
GreyMatter;DICE;MEAN;0.40397181361152723
GreyMatter;DICE;STD;0.01637605521565335
GreyMatter;HDRFDST;MEAN;3.9387126022598222
GreyMatter;HDRFDST;STD;0.9415641437521212
Hippocampus;DICE;MEAN;0.3630582994817393
Hippocampus;DICE;STD;0.025961096634701617
Hippocampus;HDRFDST;MEAN;15.362686207892526
Hippocampus;HDRFDST;STD;1.299181464549403
Thalamus;DICE;MEAN;0.6903627330962233
Thalamus;DICE;STD;0.02692826944355781
Thalamus;HDRFDST;MEAN;17.616270157837665
Thalamus;HDRFDST;STD;4.844277626858122
WhiteMatter;DICE;MEAN;0.6612090909411121
WhiteMatter;DICE;STD;0.06239493796407433
WhiteMatter;HDRFDST;MEAN;4.810426265587077
WhiteMatter;HDRFDST;STD;0.6780849086581694
