LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43094543337116614
Amygdala;DICE;STD;0.0629772657951202
Amygdala;HDRFDST;MEAN;13.605144867796856
Amygdala;HDRFDST;STD;1.2247583950562984
GreyMatter;DICE;MEAN;0.40122423254463835
GreyMatter;DICE;STD;0.016881463175058255
GreyMatter;HDRFDST;MEAN;3.968415302649224
GreyMatter;HDRFDST;STD;1.1626177298232934
Hippocampus;DICE;MEAN;0.3555459924228291
Hippocampus;DICE;STD;0.022585182152848625
Hippocampus;HDRFDST;MEAN;18.711212900188812
Hippocampus;HDRFDST;STD;3.3000775451203777
Thalamus;DICE;MEAN;0.684858991653304
Thalamus;DICE;STD;0.03289814999445499
Thalamus;HDRFDST;MEAN;21.827250551348676
Thalamus;HDRFDST;STD;4.058464410174
WhiteMatter;DICE;MEAN;0.6631337868483443
WhiteMatter;DICE;STD;0.0636377705901619
WhiteMatter;HDRFDST;MEAN;4.961523021680067
WhiteMatter;HDRFDST;STD;0.8266131533787119
