LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4141604741014593
Amygdala;DICE;STD;0.0283166186766192
Amygdala;HDRFDST;MEAN;19.77751511769612
Amygdala;HDRFDST;STD;2.692563048342877
GreyMatter;DICE;MEAN;0.4074370327857825
GreyMatter;DICE;STD;0.01940511960429672
GreyMatter;HDRFDST;MEAN;3.947507055732177
GreyMatter;HDRFDST;STD;0.5631945001015863
Hippocampus;DICE;MEAN;0.3658781182654846
Hippocampus;DICE;STD;0.030824258307482002
Hippocampus;HDRFDST;MEAN;21.60318214451464
Hippocampus;HDRFDST;STD;2.5500041629228605
Thalamus;DICE;MEAN;0.6767733163531396
Thalamus;DICE;STD;0.029940618106758566
Thalamus;HDRFDST;MEAN;26.423349996096476
Thalamus;HDRFDST;STD;4.025739060568682
WhiteMatter;DICE;MEAN;0.6655822222021249
WhiteMatter;DICE;STD;0.03080910013905639
WhiteMatter;HDRFDST;MEAN;5.280333138826352
WhiteMatter;HDRFDST;STD;0.3436305327124607
