LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.37907444210848784
Amygdala;DICE;STD;0.06644501170706867
Amygdala;HDRFDST;MEAN;26.926836435062757
Amygdala;HDRFDST;STD;11.620907004161806
GreyMatter;DICE;MEAN;0.39572729385731104
GreyMatter;DICE;STD;0.01956780706285372
GreyMatter;HDRFDST;MEAN;4.156852852725073
GreyMatter;HDRFDST;STD;1.1047960720383732
Hippocampus;DICE;MEAN;0.37148310787581595
Hippocampus;DICE;STD;0.043798825045047354
Hippocampus;HDRFDST;MEAN;18.303244566333216
Hippocampus;HDRFDST;STD;1.7864037463556586
Thalamus;DICE;MEAN;0.672271364228482
Thalamus;DICE;STD;0.02516003779627341
Thalamus;HDRFDST;MEAN;24.597027374612757
Thalamus;HDRFDST;STD;6.684777059300528
WhiteMatter;DICE;MEAN;0.660881052618913
WhiteMatter;DICE;STD;0.0621478554575859
WhiteMatter;HDRFDST;MEAN;4.8126636545713115
WhiteMatter;HDRFDST;STD;0.859225551277605
