LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.39869181696915507
Amygdala;DICE;STD;0.059813280077509925
Amygdala;HDRFDST;MEAN;16.949984904489217
Amygdala;HDRFDST;STD;7.063852471391779
GreyMatter;DICE;MEAN;0.3940682242780221
GreyMatter;DICE;STD;0.017865326986849575
GreyMatter;HDRFDST;MEAN;4.655663836557186
GreyMatter;HDRFDST;STD;1.3873695401635533
Hippocampus;DICE;MEAN;0.36919621122060653
Hippocampus;DICE;STD;0.02928270728247713
Hippocampus;HDRFDST;MEAN;15.764494231801478
Hippocampus;HDRFDST;STD;2.425019920639399
Thalamus;DICE;MEAN;0.6572177973041853
Thalamus;DICE;STD;0.037412337918892716
Thalamus;HDRFDST;MEAN;24.136818299544974
Thalamus;HDRFDST;STD;7.5441369536051575
WhiteMatter;DICE;MEAN;0.6627104142840983
WhiteMatter;DICE;STD;0.06368778227828316
WhiteMatter;HDRFDST;MEAN;4.582803622695217
WhiteMatter;HDRFDST;STD;0.7056280576986704
