LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4097696314064315
Amygdala;DICE;STD;0.054236752177970055
Amygdala;HDRFDST;MEAN;13.665848447654165
Amygdala;HDRFDST;STD;1.242813825859788
GreyMatter;DICE;MEAN;0.3952098121346542
GreyMatter;DICE;STD;0.01871946997457356
GreyMatter;HDRFDST;MEAN;4.332698073569754
GreyMatter;HDRFDST;STD;1.1948754760580484
Hippocampus;DICE;MEAN;0.3578024022476482
Hippocampus;DICE;STD;0.02689705262838306
Hippocampus;HDRFDST;MEAN;14.984971060626913
Hippocampus;HDRFDST;STD;1.936657510292913
Thalamus;DICE;MEAN;0.6834341155792251
Thalamus;DICE;STD;0.02582448087345828
Thalamus;HDRFDST;MEAN;23.266617021550548
Thalamus;HDRFDST;STD;4.238458726057652
WhiteMatter;DICE;MEAN;0.6657494221119991
WhiteMatter;DICE;STD;0.06503242487401752
WhiteMatter;HDRFDST;MEAN;4.69018558935976
WhiteMatter;HDRFDST;STD;0.7759891348221588
