LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.35928544276892804
Amygdala;DICE;STD;0.03762080694243484
Amygdala;HDRFDST;MEAN;15.063175311293431
Amygdala;HDRFDST;STD;0.7750803450223469
GreyMatter;DICE;MEAN;0.39227928253155026
GreyMatter;DICE;STD;0.018865486854298917
GreyMatter;HDRFDST;MEAN;5.217541306553612
GreyMatter;HDRFDST;STD;0.8229597283019586
Hippocampus;DICE;MEAN;0.25166828032426103
Hippocampus;DICE;STD;0.02644128542231044
Hippocampus;HDRFDST;MEAN;19.87434189198481
Hippocampus;HDRFDST;STD;1.1876591937494603
Thalamus;DICE;MEAN;0.6337000646266562
Thalamus;DICE;STD;0.025364315562380255
Thalamus;HDRFDST;MEAN;29.514256346581067
Thalamus;HDRFDST;STD;5.622159043312395
WhiteMatter;DICE;MEAN;0.6563979290328479
WhiteMatter;DICE;STD;0.02619868730881455
WhiteMatter;HDRFDST;MEAN;5.40059659067513
WhiteMatter;HDRFDST;STD;0.3654537792774419
