LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.39348081320870165
Amygdala;DICE;STD;0.06302749581089549
Amygdala;HDRFDST;MEAN;14.955032289495088
Amygdala;HDRFDST;STD;3.694185867029336
GreyMatter;DICE;MEAN;0.39945224121208317
GreyMatter;DICE;STD;0.0178329869914889
GreyMatter;HDRFDST;MEAN;3.9857059893269584
GreyMatter;HDRFDST;STD;0.9561107501974941
Hippocampus;DICE;MEAN;0.37517366302595284
Hippocampus;DICE;STD;0.030896198392771378
Hippocampus;HDRFDST;MEAN;16.692640081664628
Hippocampus;HDRFDST;STD;3.009280163760701
Thalamus;DICE;MEAN;0.6844498188113348
Thalamus;DICE;STD;0.03286810896319143
Thalamus;HDRFDST;MEAN;17.83645013583554
Thalamus;HDRFDST;STD;4.791768624615779
WhiteMatter;DICE;MEAN;0.6619259790799183
WhiteMatter;DICE;STD;0.05990096635570928
WhiteMatter;HDRFDST;MEAN;4.806895222110955
WhiteMatter;HDRFDST;STD;0.7705571514474878
