LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.40311382426901377
Amygdala;DICE;STD;0.06859788400650402
Amygdala;HDRFDST;MEAN;15.198860432977966
Amygdala;HDRFDST;STD;4.668473148563339
GreyMatter;DICE;MEAN;0.4018072079622744
GreyMatter;DICE;STD;0.017386960019636355
GreyMatter;HDRFDST;MEAN;4.149537506577954
GreyMatter;HDRFDST;STD;1.1319622261819624
Hippocampus;DICE;MEAN;0.3619148273835866
Hippocampus;DICE;STD;0.027516651252704593
Hippocampus;HDRFDST;MEAN;15.528158680964387
Hippocampus;HDRFDST;STD;2.824232281309442
Thalamus;DICE;MEAN;0.6724219461204383
Thalamus;DICE;STD;0.025640569074554254
Thalamus;HDRFDST;MEAN;22.369160105955473
Thalamus;HDRFDST;STD;7.156862172358086
WhiteMatter;DICE;MEAN;0.6595315018701741
WhiteMatter;DICE;STD;0.06590383667475164
WhiteMatter;HDRFDST;MEAN;5.043869817065433
WhiteMatter;HDRFDST;STD;1.02926054451549
