LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.40781050164622634
Amygdala;DICE;STD;0.08756386326064912
Amygdala;HDRFDST;MEAN;15.286215708301828
Amygdala;HDRFDST;STD;4.328002925052896
GreyMatter;DICE;MEAN;0.40365931924965304
GreyMatter;DICE;STD;0.018866050935190944
GreyMatter;HDRFDST;MEAN;4.215313734342318
GreyMatter;HDRFDST;STD;1.2373884277239005
Hippocampus;DICE;MEAN;0.3522074559074058
Hippocampus;DICE;STD;0.02239392920512124
Hippocampus;HDRFDST;MEAN;22.382915927892757
Hippocampus;HDRFDST;STD;1.4160065553820136
Thalamus;DICE;MEAN;0.6702892134355718
Thalamus;DICE;STD;0.03295650522840206
Thalamus;HDRFDST;MEAN;27.50409047437406
Thalamus;HDRFDST;STD;9.2533781494893
WhiteMatter;DICE;MEAN;0.6549050216389201
WhiteMatter;DICE;STD;0.06286306501375538
WhiteMatter;HDRFDST;MEAN;4.978262924922967
WhiteMatter;HDRFDST;STD;0.7189563619145634
