SUBJECT;LABEL;DICE;HDRFDST
117122;Amygdala;0.3584971501686635;14.45683229480096
117122;GreyMatter;0.3849976639359765;4.69041575982343
117122;Hippocampus;0.3742974217645139;29.30870177950569
117122;Thalamus;0.6760019817987432;39.20459156782532
117122;WhiteMatter;0.6831571096389242;4.58257569495584
118528;Amygdala;0.3868312757201646;15.066519173319364
118528;GreyMatter;0.41453496796025296;3.3166247903554
118528;Hippocampus;0.3817241861114992;16.76305461424021
118528;Thalamus;0.6155006169172417;43.93176527297759
118528;WhiteMatter;0.5441861002139563;6.0
118730;Amygdala;0.38993183009963295;14.352700094407323
118730;GreyMatter;0.3865976207903792;4.47213595499958
118730;Hippocampus;0.3018688251398643;26.870057685088806
118730;Thalamus;0.6415272564567849;38.3275357934736
118730;WhiteMatter;0.7220973463583003;3.7416573867739413
118932;Amygdala;0.41114118177717635;16.401219466856727
118932;GreyMatter;0.4207513520777867;4.0
118932;Hippocampus;0.33376610406471585;26.68332812825267
118932;Thalamus;0.6941607815152931;35.679125549822544
118932;WhiteMatter;0.6828892869429553;4.242640687119285
120111;Amygdala;0.3918258551754776;11.40175425099138
120111;GreyMatter;0.3954713939656967;3.4641016151377544
120111;Hippocampus;0.3899079189686924;14.0
120111;Thalamus;0.6238023670862296;35.05709628591621
120111;WhiteMatter;0.6519045515205896;4.242640687119285
122317;Amygdala;0.4841830065359477;14.594519519326424
122317;GreyMatter;0.4289337109072707;3.3166247903554
122317;Hippocampus;0.37533032137072714;26.28687885618983
122317;Thalamus;0.6869780219780219;39.08964057138413
122317;WhiteMatter;0.6293827585085073;5.385164807134504
122620;Amygdala;0.42933333333333334;15.066519173319364
122620;GreyMatter;0.41805802228126054;6.0
122620;Hippocampus;0.360962390111706;28.600699292150182
122620;Thalamus;0.6742654761310919;36.180105030251084
122620;WhiteMatter;0.6762524418716179;4.47213595499958
123117;Amygdala;0.2949576868829337;16.15549442140351
123117;GreyMatter;0.3732310203605731;7.0710678118654755
123117;Hippocampus;0.2956427077663506;60.70420084310476
123117;Thalamus;0.6489222730241672;21.18962010041709
123117;WhiteMatter;0.7557588742034865;5.830951894845301
123925;Amygdala;0.41059892696813755;13.490737563232042
123925;GreyMatter;0.39540556709633695;4.123105625617661
123925;Hippocampus;0.36305280583803506;20.591260281974
123925;Thalamus;0.7029103832484872;32.2490309931942
123925;WhiteMatter;0.6705259263469764;4.58257569495584
124422;Amygdala;0.5287749287749288;13.490737563232042
124422;GreyMatter;0.4028432411543934;4.0
124422;Hippocampus;0.3969698123263162;17.60681686165901
124422;Thalamus;0.7170539561688741;39.20459156782532
124422;WhiteMatter;0.5475455498851924;5.830951894845301
