LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4010952121322385
Amygdala;DICE;STD;0.060473010982001876
Amygdala;HDRFDST;MEAN;17.831961221359983
Amygdala;HDRFDST;STD;3.810663852915114
GreyMatter;DICE;MEAN;0.39861698662366185
GreyMatter;DICE;STD;0.01791852499468092
GreyMatter;HDRFDST;MEAN;4.349850183219326
GreyMatter;HDRFDST;STD;1.2565044303729294
Hippocampus;DICE;MEAN;0.3614734109810216
Hippocampus;DICE;STD;0.03013793845400072
Hippocampus;HDRFDST;MEAN;15.789239039572717
Hippocampus;HDRFDST;STD;2.3237750646809183
Thalamus;DICE;MEAN;0.6764738214142204
Thalamus;DICE;STD;0.03443514839692113
Thalamus;HDRFDST;MEAN;27.52505015080485
Thalamus;HDRFDST;STD;9.400617756066781
WhiteMatter;DICE;MEAN;0.6621251964847239
WhiteMatter;DICE;STD;0.06432053510906335
WhiteMatter;HDRFDST;MEAN;4.77127846613977
WhiteMatter;HDRFDST;STD;0.857264135812835
