LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.415638168411027
Amygdala;DICE;STD;0.03296967875426435
Amygdala;HDRFDST;MEAN;14.391147726542915
Amygdala;HDRFDST;STD;1.3397265067239361
GreyMatter;DICE;MEAN;0.40891329219019495
GreyMatter;DICE;STD;0.018795229465502758
GreyMatter;HDRFDST;MEAN;3.6805042599322055
GreyMatter;HDRFDST;STD;0.5038733894748628
Hippocampus;DICE;MEAN;0.35663420878397245
Hippocampus;DICE;STD;0.0264765588752656
Hippocampus;HDRFDST;MEAN;16.936282903147042
Hippocampus;HDRFDST;STD;2.482402349452891
Thalamus;DICE;MEAN;0.6584678355276316
Thalamus;DICE;STD;0.026443016440655935
Thalamus;HDRFDST;MEAN;34.62342391819967
Thalamus;HDRFDST;STD;2.813985817419657
WhiteMatter;DICE;MEAN;0.6646926182482934
WhiteMatter;DICE;STD;0.027270137515471457
WhiteMatter;HDRFDST;MEAN;5.270431187467073
WhiteMatter;HDRFDST;STD;0.3500787028289748
