LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4086075175436396
Amygdala;DICE;STD;0.06092926143776135
Amygdala;HDRFDST;MEAN;14.447703352088913
Amygdala;HDRFDST;STD;1.3652354558971764
GreyMatter;DICE;MEAN;0.40208245605299264
GreyMatter;DICE;STD;0.017125252417077123
GreyMatter;HDRFDST;MEAN;4.44540763481547
GreyMatter;HDRFDST;STD;1.1568711943532564
Hippocampus;DICE;MEAN;0.3573522493462421
Hippocampus;DICE;STD;0.03364829528862877
Hippocampus;HDRFDST;MEAN;26.74149983421652
Hippocampus;HDRFDST;STD;12.437531371481969
Thalamus;DICE;MEAN;0.6681123114324936
Thalamus;DICE;STD;0.03247633114109589
Thalamus;HDRFDST;MEAN;36.01131027330871
Thalamus;HDRFDST;STD;5.769361524422842
WhiteMatter;DICE;MEAN;0.6563699945490507
WhiteMatter;DICE;STD;0.06433583425313431
WhiteMatter;HDRFDST;MEAN;4.891129470274888
WhiteMatter;HDRFDST;STD;0.7595080677705126
