LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3514986556490661
Amygdala;DICE;STD;0.07715980357096151
Amygdala;HDRFDST;MEAN;19.33750853383075
Amygdala;HDRFDST;STD;4.600083010557836
GreyMatter;DICE;MEAN;0.38631074054530934
GreyMatter;DICE;STD;0.018816991467086028
GreyMatter;HDRFDST;MEAN;5.282114020083552
GreyMatter;HDRFDST;STD;1.2244474177508735
Hippocampus;DICE;MEAN;0.23641531828383275
Hippocampus;DICE;STD;0.01592355019219811
Hippocampus;HDRFDST;MEAN;21.406934827050684
Hippocampus;HDRFDST;STD;2.6538917292166553
Thalamus;DICE;MEAN;0.615863936176957
Thalamus;DICE;STD;0.033933524215550404
Thalamus;HDRFDST;MEAN;22.98764809680359
Thalamus;HDRFDST;STD;11.96946260186824
WhiteMatter;DICE;MEAN;0.6488769097294373
WhiteMatter;DICE;STD;0.06512521992149085
WhiteMatter;HDRFDST;MEAN;5.071708691694055
WhiteMatter;HDRFDST;STD;0.6146307400341925
