LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3826536436506753
Amygdala;DICE;STD;0.04476966957034937
Amygdala;HDRFDST;MEAN;14.725004887908332
Amygdala;HDRFDST;STD;1.214179167617224
GreyMatter;DICE;MEAN;0.39857134222732066
GreyMatter;DICE;STD;0.016363067915981452
GreyMatter;HDRFDST;MEAN;4.3511676003882815
GreyMatter;HDRFDST;STD;1.2113383149769874
Hippocampus;DICE;MEAN;0.3751488989375176
Hippocampus;DICE;STD;0.028247567298075704
Hippocampus;HDRFDST;MEAN;16.256330684201764
Hippocampus;HDRFDST;STD;5.452679404281909
Thalamus;DICE;MEAN;0.6873604736622637
Thalamus;DICE;STD;0.03533518377325446
Thalamus;HDRFDST;MEAN;16.675173241850036
Thalamus;HDRFDST;STD;7.08791911313106
WhiteMatter;DICE;MEAN;0.6648882186272135
WhiteMatter;DICE;STD;0.06042541281960185
WhiteMatter;HDRFDST;MEAN;4.844372847886586
WhiteMatter;HDRFDST;STD;0.9654282524658195
