LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4069883540268398
Amygdala;DICE;STD;0.036140068642033736
Amygdala;HDRFDST;MEAN;18.923867064516134
Amygdala;HDRFDST;STD;6.905595942749732
GreyMatter;DICE;MEAN;0.4112807199796585
GreyMatter;DICE;STD;0.0189509322734029
GreyMatter;HDRFDST;MEAN;3.801897264481261
GreyMatter;HDRFDST;STD;0.4955574541159651
Hippocampus;DICE;MEAN;0.37786368006635673
Hippocampus;DICE;STD;0.026159190060519786
Hippocampus;HDRFDST;MEAN;22.059189453014238
Hippocampus;HDRFDST;STD;2.6818204033874693
Thalamus;DICE;MEAN;0.6782862174959274
Thalamus;DICE;STD;0.03752178504907643
Thalamus;HDRFDST;MEAN;21.78662659697766
Thalamus;HDRFDST;STD;1.5629784143953376
WhiteMatter;DICE;MEAN;0.6587179104964858
WhiteMatter;DICE;STD;0.026674168931228263
WhiteMatter;HDRFDST;MEAN;5.325175059890175
WhiteMatter;HDRFDST;STD;0.37750573707384205
