LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3922092149136393
Amygdala;DICE;STD;0.05476924302931199
Amygdala;HDRFDST;MEAN;16.27794126864121
Amygdala;HDRFDST;STD;2.0563628217479986
GreyMatter;DICE;MEAN;0.39581386720893885
GreyMatter;DICE;STD;0.018532638164697114
GreyMatter;HDRFDST;MEAN;4.180940528406822
GreyMatter;HDRFDST;STD;1.1044167229471347
Hippocampus;DICE;MEAN;0.35558313232057853
Hippocampus;DICE;STD;0.031965423000050806
Hippocampus;HDRFDST;MEAN;15.269905951546694
Hippocampus;HDRFDST;STD;2.594219002111972
Thalamus;DICE;MEAN;0.6811441814885246
Thalamus;DICE;STD;0.02386823360643692
Thalamus;HDRFDST;MEAN;18.396269536052312
Thalamus;HDRFDST;STD;4.917038453877882
WhiteMatter;DICE;MEAN;0.6581553542891645
WhiteMatter;DICE;STD;0.07383185430568576
WhiteMatter;HDRFDST;MEAN;5.184271012538254
WhiteMatter;HDRFDST;STD;0.9073775777236217
