LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4129548950180425
Amygdala;DICE;STD;0.05384570991291701
Amygdala;HDRFDST;MEAN;13.356800391113467
Amygdala;HDRFDST;STD;1.0935644983041093
GreyMatter;DICE;MEAN;0.40055990926368434
GreyMatter;DICE;STD;0.017096683252981568
GreyMatter;HDRFDST;MEAN;3.870380658808397
GreyMatter;HDRFDST;STD;0.9056232969186918
Hippocampus;DICE;MEAN;0.35468434920657665
Hippocampus;DICE;STD;0.026781609893263048
Hippocampus;HDRFDST;MEAN;19.108766572757535
Hippocampus;HDRFDST;STD;1.9377925760679962
Thalamus;DICE;MEAN;0.6834964611032033
Thalamus;DICE;STD;0.028626828640297933
Thalamus;HDRFDST;MEAN;26.35875519902163
Thalamus;HDRFDST;STD;8.609066404555744
WhiteMatter;DICE;MEAN;0.6587804343584301
WhiteMatter;DICE;STD;0.06437219598711627
WhiteMatter;HDRFDST;MEAN;4.893008503916588
WhiteMatter;HDRFDST;STD;0.9265353639230176
