LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.39331224354774996
Amygdala;DICE;STD;0.055704625445277954
Amygdala;HDRFDST;MEAN;16.00269936932315
Amygdala;HDRFDST;STD;3.1801907010530712
GreyMatter;DICE;MEAN;0.4028119680668845
GreyMatter;DICE;STD;0.016296449458100517
GreyMatter;HDRFDST;MEAN;4.009771189360688
GreyMatter;HDRFDST;STD;1.1496673470934884
Hippocampus;DICE;MEAN;0.3684933057125771
Hippocampus;DICE;STD;0.02945875235587478
Hippocampus;HDRFDST;MEAN;19.48595823551799
Hippocampus;HDRFDST;STD;3.2245048679834007
Thalamus;DICE;MEAN;0.6634576233818199
Thalamus;DICE;STD;0.029713804499488992
Thalamus;HDRFDST;MEAN;30.374812754429616
Thalamus;HDRFDST;STD;5.50188605237695
WhiteMatter;DICE;MEAN;0.66296796432634
WhiteMatter;DICE;STD;0.0652355684252263
WhiteMatter;HDRFDST;MEAN;4.6889394265956925
WhiteMatter;HDRFDST;STD;0.7168312588862635
