LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.41442545805823483
Amygdala;DICE;STD;0.05836614557039825
Amygdala;HDRFDST;MEAN;13.511307633132144
Amygdala;HDRFDST;STD;1.1595542431749506
GreyMatter;DICE;MEAN;0.395035034975482
GreyMatter;DICE;STD;0.01716019899398247
GreyMatter;HDRFDST;MEAN;4.166234183210453
GreyMatter;HDRFDST;STD;1.0210253330102672
Hippocampus;DICE;MEAN;0.35560886265798414
Hippocampus;DICE;STD;0.02409240708394291
Hippocampus;HDRFDST;MEAN;14.722928503207516
Hippocampus;HDRFDST;STD;1.3173368170060749
Thalamus;DICE;MEAN;0.6816859134689791
Thalamus;DICE;STD;0.03089405494877418
Thalamus;HDRFDST;MEAN;24.037199879135862
Thalamus;HDRFDST;STD;6.929142946315291
WhiteMatter;DICE;MEAN;0.6640496274967326
WhiteMatter;DICE;STD;0.06383128890838637
WhiteMatter;HDRFDST;MEAN;4.9270117855343205
WhiteMatter;HDRFDST;STD;0.9615377606760523
