LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.41753916666383273
Amygdala;DICE;STD;0.07550662478657903
Amygdala;HDRFDST;MEAN;14.807403570639048
Amygdala;HDRFDST;STD;2.6534504887459267
GreyMatter;DICE;MEAN;0.39832068741885024
GreyMatter;DICE;STD;0.016496467980078814
GreyMatter;HDRFDST;MEAN;4.331566031220495
GreyMatter;HDRFDST;STD;1.0665531947243536
Hippocampus;DICE;MEAN;0.37339431157729397
Hippocampus;DICE;STD;0.03001057165387794
Hippocampus;HDRFDST;MEAN;37.619275500291174
Hippocampus;HDRFDST;STD;11.609914333585426
Thalamus;DICE;MEAN;0.6872386299732476
Thalamus;DICE;STD;0.03163070772424667
Thalamus;HDRFDST;MEAN;24.381609811384717
Thalamus;HDRFDST;STD;5.747791141420197
WhiteMatter;DICE;MEAN;0.653652787993105
WhiteMatter;DICE;STD;0.06983312594614485
WhiteMatter;HDRFDST;MEAN;5.062316947637571
WhiteMatter;HDRFDST;STD;0.9343163926965085
