LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.42375193619122964
Amygdala;DICE;STD;0.030259551325347092
Amygdala;HDRFDST;MEAN;13.826547814156736
Amygdala;HDRFDST;STD;1.0132006429318743
GreyMatter;DICE;MEAN;0.4038153165584478
GreyMatter;DICE;STD;0.018871181457027285
GreyMatter;HDRFDST;MEAN;4.284828044975497
GreyMatter;HDRFDST;STD;0.8001553755311899
Hippocampus;DICE;MEAN;0.36862142260661335
Hippocampus;DICE;STD;0.025717332849865736
Hippocampus;HDRFDST;MEAN;15.601983316908825
Hippocampus;HDRFDST;STD;1.29542139047441
Thalamus;DICE;MEAN;0.6857401022096262
Thalamus;DICE;STD;0.02960888791702526
Thalamus;HDRFDST;MEAN;22.079799510988806
Thalamus;HDRFDST;STD;2.6424332639706365
WhiteMatter;DICE;MEAN;0.6670489365181997
WhiteMatter;DICE;STD;0.026659862033213664
WhiteMatter;HDRFDST;MEAN;5.098416538179431
WhiteMatter;HDRFDST;STD;0.32580485450412716
