LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4139557912673961
Amygdala;DICE;STD;0.03270584575601279
Amygdala;HDRFDST;MEAN;12.28672325589262
Amygdala;HDRFDST;STD;1.1560413630608115
GreyMatter;DICE;MEAN;0.40604176220824445
GreyMatter;DICE;STD;0.018436775879983252
GreyMatter;HDRFDST;MEAN;4.120317494533105
GreyMatter;HDRFDST;STD;0.7231761502182104
Hippocampus;DICE;MEAN;0.37544686160219115
Hippocampus;DICE;STD;0.02700743902899137
Hippocampus;HDRFDST;MEAN;15.484524664554772
Hippocampus;HDRFDST;STD;1.3151030046330505
Thalamus;DICE;MEAN;0.67104125338289
Thalamus;DICE;STD;0.0287253543877579
Thalamus;HDRFDST;MEAN;31.78955480339935
Thalamus;HDRFDST;STD;2.6503217543666717
WhiteMatter;DICE;MEAN;0.6681586726814512
WhiteMatter;DICE;STD;0.02877661631921771
WhiteMatter;HDRFDST;MEAN;5.134356322119784
WhiteMatter;HDRFDST;STD;0.3720015557878746
