LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4195875374669731
Amygdala;DICE;STD;0.05598279033199397
Amygdala;HDRFDST;MEAN;14.201807012410637
Amygdala;HDRFDST;STD;1.7912781978922308
GreyMatter;DICE;MEAN;0.3963217555868231
GreyMatter;DICE;STD;0.01747140865100943
GreyMatter;HDRFDST;MEAN;4.192290898431372
GreyMatter;HDRFDST;STD;0.9081283075256944
Hippocampus;DICE;MEAN;0.3709048083645049
Hippocampus;DICE;STD;0.026353264140725495
Hippocampus;HDRFDST;MEAN;17.703117022589264
Hippocampus;HDRFDST;STD;5.347863843116255
Thalamus;DICE;MEAN;0.6789849230059024
Thalamus;DICE;STD;0.035490121053485875
Thalamus;HDRFDST;MEAN;21.63802435317033
Thalamus;HDRFDST;STD;6.449488513952694
WhiteMatter;DICE;MEAN;0.6635496766864583
WhiteMatter;DICE;STD;0.06144457814459425
WhiteMatter;HDRFDST;MEAN;4.783078590075848
WhiteMatter;HDRFDST;STD;0.7887706898446717
