LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4036107794419519
Amygdala;DICE;STD;0.056412600855777
Amygdala;HDRFDST;MEAN;15.036016981700598
Amygdala;HDRFDST;STD;2.572584950203056
GreyMatter;DICE;MEAN;0.39782275681988016
GreyMatter;DICE;STD;0.01675748714231396
GreyMatter;HDRFDST;MEAN;4.180097926507868
GreyMatter;HDRFDST;STD;1.0614995642036893
Hippocampus;DICE;MEAN;0.36903442655432833
Hippocampus;DICE;STD;0.027759641947173067
Hippocampus;HDRFDST;MEAN;16.10738814897417
Hippocampus;HDRFDST;STD;2.748098800677747
Thalamus;DICE;MEAN;0.6674854934459074
Thalamus;DICE;STD;0.031787431479062336
Thalamus;HDRFDST;MEAN;26.654501977019663
Thalamus;HDRFDST;STD;7.677077852741569
WhiteMatter;DICE;MEAN;0.6658628066020408
WhiteMatter;DICE;STD;0.06321910704501793
WhiteMatter;HDRFDST;MEAN;4.798397105746027
WhiteMatter;HDRFDST;STD;0.8805596036431331
