LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3859263969121235
Amygdala;DICE;STD;0.02816404980209555
Amygdala;HDRFDST;MEAN;14.366958248018914
Amygdala;HDRFDST;STD;1.0911052651698034
GreyMatter;DICE;MEAN;0.40859498509465275
GreyMatter;DICE;STD;0.019413679532050847
GreyMatter;HDRFDST;MEAN;3.7760630031586557
GreyMatter;HDRFDST;STD;0.49127201851563945
Hippocampus;DICE;MEAN;0.37726172302248084
Hippocampus;DICE;STD;0.02819095003025284
Hippocampus;HDRFDST;MEAN;16.541426807992224
Hippocampus;HDRFDST;STD;2.319741182941806
Thalamus;DICE;MEAN;0.6717099452002507
Thalamus;DICE;STD;0.03254037922445873
Thalamus;HDRFDST;MEAN;17.67690462078766
Thalamus;HDRFDST;STD;1.3881797533374052
WhiteMatter;DICE;MEAN;0.6615643049358784
WhiteMatter;DICE;STD;0.026632322285155413
WhiteMatter;HDRFDST;MEAN;5.1971200835201925
WhiteMatter;HDRFDST;STD;0.2999047139860708
