LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3982939942333972
Amygdala;DICE;STD;0.06553029859505813
Amygdala;HDRFDST;MEAN;15.206977962288425
Amygdala;HDRFDST;STD;1.7742100367414828
GreyMatter;DICE;MEAN;0.39851932782294236
GreyMatter;DICE;STD;0.01861326943335122
GreyMatter;HDRFDST;MEAN;4.496048002629024
GreyMatter;HDRFDST;STD;1.2188323748799748
Hippocampus;DICE;MEAN;0.35049915704455337
Hippocampus;DICE;STD;0.029744913739284718
Hippocampus;HDRFDST;MEAN;16.55760021689219
Hippocampus;HDRFDST;STD;4.716553302738321
Thalamus;DICE;MEAN;0.664552316904731
Thalamus;DICE;STD;0.033662031027516706
Thalamus;HDRFDST;MEAN;25.913793168259776
Thalamus;HDRFDST;STD;8.430618223633012
WhiteMatter;DICE;MEAN;0.6622827445628424
WhiteMatter;DICE;STD;0.06521777277336853
WhiteMatter;HDRFDST;MEAN;4.945030957536529
WhiteMatter;HDRFDST;STD;0.7393705627121963
